name,url,avatarUrl
Barbara D'Amico,https://github.com/BarbaraDAmico,https://avatars0.githubusercontent.com/u/10812087?v=4
gloriaschiavi,https://github.com/gloriaschiavi,https://avatars1.githubusercontent.com/u/21546219?v=4
